English,Japanese,Italian,French,None,Korean,Cantonese,German,Russian,Swedish,Danish,Norwegian,Portuguese,Spanish,Wolof,Greek (modern),Turkish,Hebrew (modern),Chinese
578,89,66,21,13,12,9,8,8,6,4,4,3,2,1,1,1,1,1
